living_area_sqft,lot_area_sqft,overall_quality,year_built,renovation_year,bedrooms,bathrooms,garage_spaces,distance_downtown_km,school_score,crime_index,transit_score,energy_efficiency,mortgage_rate_pct,unemployment_rate_pct,neighborhood,home_type,condition,heating_type,sale_price
1245.4,8507.5,6,2014,2015,1,2.5,1.0,9.5,86.2,17.0,70.5,70.9,5.54,3.7,University,Detached,Good,Gas,778126.0
1623.8,9369.6,9,1946,1946,5,1.5,1.0,1.6,86.3,14.9,96.5,10.0,5.03,4.76,Hillcrest,Detached,Average,Gas,894484.0
2088.0,10324.4,6,1963,1963,6,2.0,1.0,4.79,73.9,7.9,67.4,37.2,5.27,7.2,TechDistrict,Townhouse,Average,Gas,828096.0
1918.9,1580.7,6,2016,2016,2,2.0,1.0,3.81,78.9,22.2,97.8,74.7,4.4,3.05,SouthGate,Detached,Average,Gas,838099.0
1233.1,45000.0,6,1930,1930,3,1.0,1.0,4.23,73.9,34.8,86.1,35.2,6.61,4.73,WestPark,Detached,Excellent,Electric,769401.0
1213.1,14204.6,6,1990,1990,6,2.0,1.0,18.4,79.9,39.2,42.9,51.3,4.83,5.33,WestPark,Townhouse,Good,Electric,583793.0
2402.1,6394.0,8,1974,1974,5,1.0,3.0,3.68,71.9,16.2,83.9,49.6,7.06,6.55,EastMarket,Townhouse,Excellent,District,1031188.0
2594.9,4678.6,4,1979,1987,5,2.0,3.0,5.3,66.6,17.7,83.0,47.9,6.24,6.65,GreenValley,Detached,Average,Gas,740473.0
2931.1,13019.7,8,1980,1980,1,2.0,2.0,3.87,91.2,13.6,94.7,48.2,5.3,6.82,Riverside,Duplex,Fair,Gas,1143948.0
3274.8,9692.2,6,1973,2001,4,2.5,2.0,5.86,79.1,19.6,75.2,43.0,5.73,4.85,WestPark,Detached,Good,Electric,934542.0
1736.6,7609.3,7,1956,1956,3,2.5,3.0,1.63,80.1,12.3,99.6,49.4,6.13,6.4,GreenValley,Detached,Excellent,HeatPump,932366.0
1466.0,9479.0,10,1969,1969,2,1.0,2.0,6.32,,30.9,83.7,30.9,6.3,6.87,OldTown,Condo,Good,HeatPump,877546.0
2757.0,6729.2,5,2023,2023,7,2.0,0.0,10.0,67.3,7.5,79.0,76.5,7.5,5.69,University,Detached,Good,Electric,1079188.0
2163.5,9163.2,4,1927,1927,3,2.5,1.0,7.01,52.7,6.3,98.6,10.0,7.26,6.3,TechDistrict,Detached,Average,HeatPump,720530.0
1135.9,11132.8,7,1937,1937,3,1.5,2.0,9.42,71.2,21.2,67.9,38.8,3.59,6.64,OldTown,Condo,Average,HeatPump,621135.0
1114.0,8846.9,7,1925,1925,5,1.5,,7.48,73.1,12.2,60.1,26.5,6.83,5.27,Hillcrest,Duplex,Average,HeatPump,548450.0
1989.2,8573.1,8,1986,2020,2,2.5,3.0,7.82,77.1,4.8,74.4,57.7,5.93,4.0,University,Detached,Average,District,913850.0
1542.5,16606.5,5,1955,2006,3,1.0,2.0,9.09,51.8,21.5,79.7,68.0,4.44,5.24,Hillcrest,Detached,Good,HeatPump,692446.0
1633.5,2761.6,5,1924,1924,3,1.5,2.0,11.05,85.8,9.6,56.2,39.3,4.66,7.67,NorthHeights,Condo,Excellent,Gas,654358.0
2480.2,4460.9,4,1941,1941,3,2.0,2.0,8.74,59.3,43.6,69.2,57.7,6.49,8.39,Riverside,Detached,Good,Electric,645533.0
2201.7,7315.7,4,1947,1947,2,2.0,1.0,5.28,46.5,17.4,75.2,31.4,5.84,5.48,Hillcrest,Townhouse,Average,Gas,650252.0
2735.0,4646.7,5,1929,1929,3,2.0,1.0,23.81,56.4,17.7,24.7,10.0,5.41,6.64,Hillcrest,Detached,Fair,Gas,585487.0
792.0,5677.2,6,2001,2004,2,2.0,1.0,5.29,55.9,13.4,78.1,,7.16,4.47,TechDistrict,Detached,Average,District,579044.0
1816.8,15591.5,10,1922,1922,3,2.0,2.0,9.43,69.6,31.0,95.0,31.6,5.36,5.74,SouthGate,Duplex,Average,Gas,943122.0
2148.5,6584.4,3,2013,2013,4,1.0,2.0,5.97,,17.5,58.2,64.7,6.86,7.32,Downtown,Detached,Excellent,Gas,784261.0
923.7,2402.6,7,2023,2023,7,2.0,4.0,5.45,83.8,26.9,48.1,84.5,2.0,4.11,OldTown,Detached,Average,Electric,664874.0
1286.5,5585.0,5,2017,2026,3,1.5,1.0,8.4,62.3,7.2,77.1,76.3,7.6,5.52,LakeView,Townhouse,Excellent,HeatPump,749834.0
1198.9,7455.5,7,1942,1992,4,2.0,1.0,3.06,40.7,26.6,100.0,37.3,6.8,6.22,OldTown,Duplex,Average,HeatPump,607371.0
1663.7,7373.5,5,1944,1984,2,2.5,2.0,26.13,49.3,41.5,36.0,37.9,5.07,4.87,Riverside,Townhouse,Good,District,503142.0
3062.9,10051.3,8,2024,2024,3,2.5,1.0,12.07,78.2,21.1,42.2,69.2,5.03,7.1,LakeView,Detached,Poor,District,1096057.0
3558.6,,8,1986,1986,2,2.0,3.0,7.55,,48.3,78.3,49.0,5.15,4.85,University,Detached,Good,Gas,1198675.0
1210.9,6624.6,6,1977,1977,3,2.0,3.0,5.0,67.0,51.0,62.6,34.8,6.8,5.02,LakeView,Duplex,Average,Gas,703336.0
2015.5,3519.3,9,2011,2011,5,3.0,3.0,14.43,60.3,14.7,65.2,76.4,6.01,6.54,EastMarket,Detached,Average,HeatPump,1012069.0
2040.3,5525.6,7,1940,1995,3,2.0,2.0,7.01,69.0,27.3,84.1,26.2,4.54,3.98,OldTown,Detached,Average,Gas,821567.0
1911.9,4955.1,9,1963,1963,4,2.0,3.0,6.62,71.8,34.2,77.3,64.7,5.41,7.91,University,Condo,Average,HeatPump,790004.0
1920.1,6067.9,6,1935,1935,1,2.5,1.0,0.35,65.6,28.9,87.7,14.9,6.4,5.02,LakeView,Townhouse,Poor,HeatPump,778072.0
1851.9,10900.2,8,2004,2004,2,1.5,3.0,5.6,67.5,9.7,83.3,43.4,6.51,7.58,LakeView,Condo,Excellent,Gas,969841.0
3133.2,9175.6,5,1941,1941,2,2.5,2.0,5.31,48.1,13.0,76.3,51.4,7.04,6.74,NorthHeights,Detached,Poor,HeatPump,803912.0
2508.6,11804.5,5,1933,1986,1,2.0,2.0,2.57,77.8,42.0,64.5,36.6,5.06,4.04,Downtown,Detached,Poor,Gas,734582.0
1102.9,5718.1,10,1958,1958,3,2.0,2.0,2.87,74.8,33.0,72.9,34.9,5.06,4.88,Downtown,Condo,Fair,Gas,813004.0
2232.6,17798.2,4,1979,1985,6,2.0,0.0,18.7,73.5,17.4,30.2,43.5,6.91,5.07,TechDistrict,Detached,Average,Electric,652488.0
2316.1,10781.0,5,1941,1941,7,2.0,2.0,4.75,66.9,9.2,73.0,20.9,5.24,5.72,NorthHeights,Detached,Average,HeatPump,884808.0
1859.8,7701.6,3,2015,2022,5,2.0,1.0,2.79,67.5,18.1,76.5,75.2,6.58,4.72,OldTown,Detached,Average,HeatPump,546359.0
2536.3,10340.7,5,2007,2007,2,3.0,1.0,6.73,,13.2,73.9,68.6,5.27,3.73,University,Detached,Fair,Gas,917028.0
1772.2,4800.0,5,2017,2017,7,2.0,2.0,10.91,64.8,16.0,93.8,80.0,4.53,4.54,Hillcrest,Detached,Good,Gas,644696.0
1780.6,2031.6,5,1958,1958,6,2.5,2.0,6.22,56.8,14.7,85.8,46.5,5.03,4.81,LakeView,Detached,Excellent,Gas,766689.0
1727.8,5003.1,7,1961,1961,2,2.5,1.0,11.83,70.9,9.8,62.8,35.5,5.24,6.7,EastMarket,Detached,Good,Electric,757317.0
766.3,11274.6,7,1975,1975,3,1.5,1.0,17.67,73.4,17.3,59.1,45.2,4.01,6.21,Hillcrest,Detached,Poor,Gas,598206.0
1600.4,7555.0,4,2016,2020,4,2.0,1.0,7.01,48.7,59.5,89.7,70.4,6.06,3.9,EastMarket,Detached,Good,Electric,548937.0
1280.0,6632.5,5,1973,1973,4,1.5,2.0,5.39,68.9,18.7,83.7,37.1,6.23,6.17,EastMarket,Detached,Average,Electric,571849.0
1051.2,4329.2,8,1961,2004,1,1.5,3.0,22.33,81.7,32.1,37.6,53.0,4.79,5.95,Downtown,Detached,Excellent,Gas,700529.0
2845.4,2226.8,9,1989,2018,2,2.0,2.0,13.47,95.7,17.6,61.4,47.2,7.34,4.18,NorthHeights,Detached,Good,Gas,1129560.0
1998.5,16928.3,8,1934,1973,2,2.0,2.0,12.63,72.5,33.1,73.8,41.7,6.19,5.0,Riverside,Detached,Poor,HeatPump,832426.0
1631.4,6355.6,3,2025,2026,4,1.5,1.0,3.88,57.1,19.6,100.0,73.1,6.0,4.62,OldTown,Detached,Excellent,Electric,630498.0
1331.3,5564.2,8,1993,1993,4,1.5,1.0,5.15,52.8,11.2,84.8,61.8,6.22,3.99,OldTown,Townhouse,Good,HeatPump,765616.0
1846.6,4811.9,9,1967,1967,3,1.0,1.0,15.3,70.3,13.8,52.6,46.9,5.04,4.21,OldTown,Townhouse,Average,District,777213.0
2404.9,15283.8,3,1929,1990,4,2.0,1.0,1.39,68.8,31.3,96.9,18.7,4.55,6.78,Riverside,Detached,Fair,Electric,625005.0
1205.1,12217.8,8,1954,1954,2,2.5,1.0,16.42,70.0,23.1,62.2,39.5,3.63,3.75,GreenValley,Townhouse,Average,Gas,798755.0
1647.0,4029.9,7,1980,2005,5,2.0,3.0,9.42,42.8,15.6,47.0,43.3,7.38,5.32,LakeView,Detached,Excellent,District,758992.0
2294.8,14480.6,6,2023,2023,4,2.0,2.0,2.81,64.3,9.0,88.8,85.3,4.52,2.9,NorthHeights,Detached,Good,District,1026012.0
790.6,6599.8,6,1971,2023,2,1.0,2.0,1.72,67.1,14.9,69.5,45.6,5.44,8.63,WestPark,Detached,Excellent,District,596955.0
1614.3,4991.6,7,2025,2026,2,1.5,2.0,9.53,71.2,13.1,80.6,75.5,5.98,7.79,LakeView,Townhouse,Poor,HeatPump,820169.0
1401.6,6037.0,8,1974,1974,3,1.0,2.0,13.37,89.7,21.0,49.8,59.5,5.8,5.59,Riverside,Detached,Average,Gas,720084.0
1568.2,4500.1,8,2002,2002,1,2.0,2.0,2.79,79.7,24.9,92.6,67.6,6.5,6.55,EastMarket,Condo,Good,HeatPump,831318.0
1363.6,3259.4,4,1930,1930,4,1.5,1.0,9.9,53.4,15.7,100.0,27.6,6.08,5.08,GreenValley,Condo,Average,HeatPump,482970.0
1738.6,11470.3,5,2004,2004,3,2.5,1.0,8.05,64.3,36.6,66.4,62.9,5.46,7.26,TechDistrict,Detached,Poor,Gas,540914.0
3427.2,6307.0,6,1945,1997,6,1.0,2.0,4.74,57.8,46.9,89.1,54.3,4.95,5.35,WestPark,Condo,Average,Gas,863825.0
1458.9,10427.1,9,1963,1963,2,1.5,2.0,6.21,81.1,16.8,73.1,52.8,6.75,6.16,SouthGate,Detached,Average,District,811655.0
1843.4,8554.1,2,1954,1998,6,2.5,2.0,5.52,57.2,45.5,85.3,64.9,4.57,5.17,University,Condo,Average,Gas,714744.0
3521.1,10006.2,5,1977,1987,3,2.0,1.0,11.88,68.4,19.1,46.4,57.1,7.5,7.66,OldTown,Detached,Average,Gas,804815.0
1338.8,2109.6,4,1985,2000,7,1.0,1.0,3.17,57.4,40.5,69.1,66.0,5.8,5.3,NorthHeights,Detached,Average,HeatPump,469843.0
3288.2,4280.3,4,1957,2016,7,2.0,1.0,1.45,42.4,6.6,93.0,34.0,4.54,6.74,WestPark,Detached,Average,HeatPump,760333.0
1653.3,10132.0,8,1926,1926,2,1.0,3.0,4.34,73.9,17.4,98.0,31.4,4.83,8.45,GreenValley,Detached,Average,Gas,947969.0
3247.5,3350.7,5,1985,1985,6,2.0,2.0,13.84,70.2,24.4,70.8,51.9,6.77,3.81,OldTown,Duplex,Average,District,892239.0
2194.3,9006.3,2,1964,1964,4,1.0,3.0,4.44,74.0,9.1,77.9,,4.6,7.55,EastMarket,Townhouse,Average,District,542690.0
1854.2,3125.7,6,2007,2026,2,2.5,2.0,24.66,69.8,34.5,14.0,56.8,5.9,9.35,Hillcrest,Condo,Average,Gas,589556.0
1609.4,7271.4,10,1993,2010,1,2.0,2.0,4.06,73.7,26.7,100.0,64.0,5.12,5.8,SouthGate,Townhouse,Excellent,District,895089.0
1301.7,18917.3,3,1959,1959,7,1.5,1.0,3.65,80.8,20.2,93.3,59.8,5.71,3.99,University,Townhouse,Average,Gas,505742.0
1698.2,11459.8,7,1925,2006,6,1.0,2.0,11.1,68.0,18.6,75.6,26.0,7.06,6.37,TechDistrict,Detached,Average,HeatPump,442904.0
2320.5,2371.8,9,1976,1997,4,1.5,1.0,16.65,69.0,20.2,57.8,69.2,5.22,6.66,GreenValley,Detached,Fair,HeatPump,890765.0
1641.8,11978.4,6,2004,2022,1,2.0,2.0,6.51,68.1,17.7,83.7,69.4,6.87,7.26,WestPark,Condo,Average,District,633151.0
1463.0,21486.5,9,2002,2002,2,2.0,1.0,20.49,74.3,25.2,26.2,,5.33,5.42,Hillcrest,Condo,Excellent,HeatPump,831040.0
1500.0,38562.9,5,1955,1955,6,1.5,2.0,6.83,57.6,13.1,69.2,33.9,4.93,4.97,Downtown,Detached,Fair,Gas,646017.0
2405.9,9574.7,9,1942,1986,4,2.5,2.0,6.61,61.9,8.6,76.0,49.9,6.22,7.54,University,Detached,Average,District,1072196.0
2628.3,3175.4,8,1927,1927,3,1.5,2.0,6.08,73.3,4.8,72.3,30.3,5.68,6.43,Riverside,Detached,Average,HeatPump,978975.0
1280.5,9345.4,6,1984,1984,4,1.5,1.0,10.57,49.0,16.1,55.1,54.2,6.97,7.16,Downtown,Detached,Good,Gas,637572.0
1279.8,18759.5,4,1947,2011,4,1.0,1.0,9.07,58.3,12.1,55.3,35.6,4.82,4.12,GreenValley,Detached,Excellent,Gas,596610.0
1905.9,6435.5,4,2002,2003,6,2.0,1.0,11.63,58.6,15.4,52.3,79.9,4.44,3.13,Downtown,Condo,Fair,District,662829.0
2948.3,13463.0,2,1983,1983,5,2.0,1.0,4.78,58.0,80.0,84.8,60.9,6.73,7.14,EastMarket,Duplex,Average,Gas,643260.0
2550.4,4350.6,7,1925,1925,5,2.0,4.0,5.33,72.2,44.6,94.5,21.4,4.19,5.71,EastMarket,Duplex,Poor,HeatPump,747090.0
1025.4,9002.4,7,1993,1993,5,1.5,2.0,3.76,65.1,25.4,95.1,50.6,6.78,7.59,OldTown,Townhouse,Average,Gas,700789.0
1492.5,1616.6,6,1946,1975,3,1.0,1.0,2.5,65.6,16.2,95.3,38.7,4.2,4.71,Downtown,Detached,Average,HeatPump,665143.0
1158.5,4071.0,6,2012,2020,7,1.5,1.0,6.56,70.3,7.6,85.9,67.2,6.48,4.61,GreenValley,Detached,Fair,Gas,593660.0
1490.5,7173.6,9,1922,1922,3,2.5,2.0,19.3,73.8,32.0,42.0,31.0,5.86,4.39,LakeView,Condo,Average,Gas,798424.0
3035.7,,7,1958,1958,4,2.5,2.0,7.3,62.1,44.1,79.3,26.6,3.92,4.61,University,Detached,Good,HeatPump,1086479.0
961.0,3299.3,5,1920,1920,5,2.0,2.0,7.71,66.1,27.8,71.8,19.3,3.21,4.85,GreenValley,Condo,Good,HeatPump,534056.0
891.9,5335.0,6,1987,2024,6,1.5,2.0,16.71,89.7,29.8,69.7,43.6,5.73,2.85,TechDistrict,Townhouse,Good,HeatPump,532030.0
1204.3,8774.7,10,1970,1996,7,2.0,,4.55,78.9,5.5,100.0,37.8,6.64,8.3,GreenValley,Condo,Average,Gas,889366.0
1840.3,6837.0,7,1976,1976,4,2.0,2.0,4.01,73.3,52.8,82.5,68.8,6.92,6.79,Riverside,Townhouse,Good,Gas,828045.0
2089.0,7468.1,6,1994,1994,2,2.5,1.0,10.54,61.3,42.2,59.4,59.7,4.17,5.2,OldTown,Detached,Excellent,Gas,823993.0
1948.4,11170.3,6,2014,2014,5,2.5,1.0,7.52,63.1,13.9,63.1,63.0,6.39,9.45,Hillcrest,Townhouse,Average,Gas,739554.0
2579.3,,7,1960,1960,6,1.5,2.0,2.52,62.1,22.5,100.0,30.6,5.57,8.08,NorthHeights,Townhouse,Fair,Gas,895575.0
844.3,16274.3,5,1980,1980,4,1.0,1.0,9.75,63.9,28.7,52.7,54.9,7.24,5.98,Riverside,Condo,Average,District,524188.0
2591.8,3977.0,5,1985,1985,4,2.5,3.0,8.82,74.4,21.6,75.3,50.1,4.96,6.12,NorthHeights,Condo,Good,Gas,848784.0
1465.5,22894.2,6,2013,2018,1,2.0,1.0,5.72,66.2,24.5,82.3,83.8,5.91,2.0,LakeView,Detached,Fair,Gas,751701.0
2178.7,14039.9,9,1940,1940,2,2.0,2.0,5.89,87.5,9.8,72.6,44.1,3.83,4.83,Riverside,Detached,Average,HeatPump,1012656.0
997.9,,8,1975,2006,3,3.0,2.0,3.57,73.3,9.1,97.5,56.2,6.31,6.93,LakeView,Townhouse,Average,Gas,846150.0
1653.1,6052.6,6,2008,2008,3,2.0,2.0,1.55,57.7,20.4,91.5,,4.29,6.95,LakeView,Detached,Average,HeatPump,948255.0
1805.0,8150.9,8,1949,2003,2,2.0,0.0,15.27,73.0,33.8,42.5,49.7,6.17,5.15,University,Townhouse,Good,Electric,762682.0
2559.9,10311.7,6,1958,1958,1,1.5,2.0,7.37,57.6,22.3,77.4,42.3,5.74,7.11,NorthHeights,Townhouse,Excellent,District,840720.0
903.4,13885.0,7,1967,1967,5,2.0,1.0,11.38,61.1,11.6,53.4,47.4,4.99,5.01,NorthHeights,Detached,Good,Gas,658531.0
1669.4,3221.1,7,1994,2015,3,2.0,1.0,11.29,66.2,14.0,72.6,59.4,4.91,5.59,SouthGate,Condo,Fair,HeatPump,641316.0
1092.4,9360.9,3,1991,1991,2,1.5,2.0,5.76,82.4,70.8,61.5,55.2,5.58,6.37,SouthGate,Detached,Average,HeatPump,303328.0
1999.4,2022.2,1,1933,1933,1,3.0,-0.0,0.41,66.5,2.8,100.0,18.3,6.09,6.33,EastMarket,Detached,Average,Gas,469407.0
2216.9,6473.4,7,1941,1941,4,2.0,3.0,1.96,56.9,9.0,97.0,42.1,5.88,7.35,EastMarket,Condo,Good,HeatPump,781318.0
2691.0,17226.1,5,2006,2011,2,3.0,2.0,16.96,64.4,26.8,56.1,73.0,6.56,7.72,WestPark,Condo,Average,Gas,851162.0
1346.4,3075.6,3,1991,2018,3,2.5,1.0,8.99,74.3,28.3,66.4,71.9,5.31,7.13,University,Detached,Fair,Gas,589096.0
2347.0,2758.1,5,1974,1974,3,2.0,0.0,6.15,71.5,24.8,69.9,34.5,5.71,5.97,NorthHeights,Detached,Good,Gas,745290.0
2767.4,8219.9,8,1964,1992,2,1.5,2.0,11.29,71.9,14.7,52.4,54.4,7.16,6.47,SouthGate,Detached,Average,Gas,872653.0
883.7,16552.5,7,2022,2022,4,1.0,3.0,10.3,48.9,28.8,70.8,71.1,6.38,6.62,Riverside,Detached,Average,Gas,664998.0
2082.3,8752.3,8,2013,2024,4,2.5,2.0,4.29,59.5,23.2,63.8,73.5,4.12,5.88,TechDistrict,Detached,Average,,988941.0
2375.0,2296.3,7,1962,1962,4,2.0,2.0,9.17,68.1,32.3,75.0,45.1,4.83,7.29,Riverside,Detached,Average,,930670.0
1495.5,2622.7,5,1957,1957,3,1.0,2.0,12.87,78.2,38.8,52.5,37.7,5.33,2.35,University,Condo,Excellent,Gas,751473.0
1041.5,7634.9,8,2012,2012,7,1.5,1.0,14.02,89.4,15.6,63.0,85.2,4.72,6.29,EastMarket,Detached,Average,HeatPump,790109.0
2361.0,3548.5,7,1956,1956,3,1.5,0.0,3.5,63.9,17.2,69.5,33.6,6.27,3.48,WestPark,Detached,Average,Gas,819369.0
1046.0,7815.4,6,1963,1963,3,1.0,1.0,2.95,78.4,3.9,78.8,29.6,4.52,6.06,OldTown,Detached,Average,Gas,566349.0
1541.9,8098.5,6,2017,2017,3,1.5,2.0,11.44,58.2,35.6,39.8,61.7,4.15,5.43,WestPark,Detached,Excellent,Gas,708135.0
1625.0,5366.8,8,1931,1931,3,2.5,2.0,25.3,79.7,17.8,24.3,26.8,5.38,5.58,NorthHeights,Detached,Average,Electric,759265.0
2165.6,21390.2,5,1994,1994,6,2.5,1.0,1.3,37.5,3.3,76.1,48.5,4.35,5.46,OldTown,Detached,Good,Electric,784554.0
1300.4,10261.1,8,1992,1992,4,1.0,2.0,3.95,60.1,18.2,77.8,66.4,4.81,6.41,TechDistrict,Detached,Average,Gas,821381.0
1272.1,14895.1,7,1960,1960,2,2.0,1.0,21.51,56.9,76.4,40.5,27.5,6.16,4.69,Riverside,Townhouse,Good,Gas,597150.0
1713.2,12508.8,6,1939,1939,3,2.0,1.0,18.14,49.0,32.7,47.5,10.7,4.76,5.4,Hillcrest,Detached,Good,District,614168.0
2418.6,6580.0,9,2011,2011,4,1.5,1.0,12.91,77.7,26.0,67.8,75.1,5.91,4.87,SouthGate,Detached,Average,District,1049888.0
3935.4,6407.1,4,2004,2004,2,2.0,2.0,5.17,51.6,29.4,67.6,67.1,4.86,4.74,Downtown,Condo,Good,Gas,1082228.0
930.5,6022.5,5,2010,2010,3,2.5,2.0,26.2,53.4,33.6,21.1,61.5,5.13,3.05,WestPark,Townhouse,Good,Electric,550728.0
1860.1,10834.6,5,1955,1955,2,1.0,3.0,9.67,64.2,19.3,64.7,39.0,6.28,9.41,TechDistrict,Townhouse,Fair,Gas,705306.0
1091.9,4873.7,7,2022,2022,2,2.0,1.0,5.97,54.9,15.2,93.8,59.8,5.74,4.91,OldTown,Detached,Average,Gas,594273.0
2430.1,20269.2,8,2000,2020,1,2.5,2.0,21.32,57.3,17.9,63.1,57.6,6.79,5.71,SouthGate,Condo,Poor,Gas,790879.0
1155.0,4602.3,5,1945,1945,1,3.0,2.0,8.87,70.9,28.4,74.8,31.6,4.78,5.29,WestPark,Detached,Average,HeatPump,531906.0
1276.9,8188.8,10,1971,1971,3,2.5,2.0,12.27,82.9,28.2,84.4,39.4,5.59,7.13,NorthHeights,Detached,Good,HeatPump,927987.0
1319.0,6275.4,5,1953,1953,2,1.0,2.0,9.19,78.7,18.2,82.4,58.2,4.1,5.32,Hillcrest,Townhouse,Good,Gas,625685.0
1602.9,5493.7,7,1976,1976,6,1.0,2.0,15.31,83.0,12.9,66.6,57.8,5.23,7.99,Hillcrest,Detached,Average,Gas,750240.0
1865.6,26509.1,6,1939,1939,2,1.5,1.0,6.38,53.9,22.9,79.4,38.1,4.08,3.6,GreenValley,Townhouse,Excellent,Electric,716644.0
1982.9,5532.5,6,1997,2002,6,2.0,1.0,15.52,68.1,18.2,59.7,62.0,6.05,3.15,WestPark,Townhouse,Good,District,643618.0
1646.4,5996.9,5,1968,1968,1,1.0,2.0,7.98,83.5,11.6,65.8,45.6,5.04,7.89,GreenValley,Detached,Excellent,HeatPump,738305.0
995.4,4833.6,8,1990,1990,5,2.0,1.0,20.49,81.7,16.7,30.8,63.9,6.01,4.9,NorthHeights,Townhouse,Good,Gas,713589.0
2175.7,7379.5,5,1988,1988,1,2.0,1.0,4.08,52.5,23.8,92.5,58.5,6.37,4.26,OldTown,Detached,Excellent,HeatPump,774358.0
1617.1,6775.4,3,1990,1998,1,1.5,1.0,9.25,66.8,11.2,81.7,71.0,5.47,5.99,Hillcrest,Condo,Good,Electric,535311.0
2565.7,3678.6,4,2000,2002,3,3.0,1.0,11.02,54.3,6.2,65.8,51.7,7.0,5.94,EastMarket,Townhouse,Average,Gas,704654.0
1260.9,5581.5,9,1989,1989,3,2.0,2.0,16.42,71.3,25.7,35.7,60.3,5.55,2.24,SouthGate,Detached,Average,Gas,643083.0
897.5,10380.1,8,1974,1974,5,2.0,1.0,7.48,78.0,25.3,74.8,48.9,5.05,5.38,Riverside,Condo,Average,Electric,612169.0
1628.8,13333.4,3,1982,2020,3,3.5,0.0,5.26,66.2,6.2,79.2,39.7,4.92,4.68,Downtown,Condo,Fair,HeatPump,638027.0
2700.0,7304.4,8,1986,1986,4,1.5,2.0,9.71,69.0,25.5,52.5,53.8,4.56,4.92,NorthHeights,Duplex,Good,Gas,934625.0
1754.1,,3,2005,2006,4,2.0,1.0,14.76,41.1,15.6,66.4,64.1,4.74,3.44,EastMarket,Condo,Average,HeatPump,483626.0
1529.4,,6,1970,1970,5,1.5,3.0,9.91,64.1,12.3,70.1,46.9,4.21,6.03,GreenValley,Detached,Fair,HeatPump,592296.0
1185.4,5326.1,4,1951,2010,3,2.0,1.0,2.9,63.6,20.7,94.9,14.7,5.36,5.5,NorthHeights,Condo,Fair,District,472662.0
3217.9,4146.8,8,1946,1977,4,2.0,2.0,17.37,46.8,31.4,83.3,44.0,5.93,5.5,Hillcrest,Townhouse,Average,Gas,1076481.0
1115.7,2829.5,7,1939,1939,4,1.5,1.0,8.23,65.4,12.2,65.6,38.3,4.53,7.5,OldTown,Townhouse,Average,HeatPump,533663.0
1252.5,4723.8,8,1983,1983,2,1.0,,6.29,63.0,20.6,79.3,58.7,6.83,5.45,WestPark,Detached,Excellent,District,778735.0
2049.1,12385.3,6,1997,1997,4,2.5,1.0,9.81,62.5,23.4,52.1,54.1,7.86,6.97,GreenValley,Townhouse,Good,HeatPump,745928.0
815.0,5581.4,6,1953,1953,6,2.5,1.0,9.89,61.1,8.3,78.8,45.5,4.49,3.65,TechDistrict,Detached,Average,Gas,580147.0
2678.1,5850.2,4,1977,1977,4,1.5,1.0,9.24,40.0,21.8,67.0,42.9,7.3,4.75,OldTown,Detached,Excellent,Gas,713534.0
2091.7,5782.2,4,1959,1959,6,1.0,1.0,8.67,56.0,46.9,64.7,32.2,5.81,3.04,EastMarket,Detached,Average,District,551892.0
2322.1,15194.1,8,2015,2015,4,2.5,1.0,4.36,65.2,19.1,71.2,54.8,6.07,5.39,OldTown,Detached,Excellent,Gas,1068100.0
2039.8,4124.9,7,2016,2016,3,2.5,2.0,7.85,74.3,20.4,76.4,65.5,2.53,4.87,Downtown,Detached,Good,Electric,1058704.0
1552.0,8502.1,6,2022,2022,2,3.0,1.0,5.03,50.4,8.7,83.6,59.0,4.44,3.84,LakeView,Detached,Average,HeatPump,756826.0
1101.6,6910.2,8,2011,2015,6,1.5,2.0,7.19,,16.4,77.0,62.6,4.82,4.89,LakeView,Townhouse,Fair,Gas,785746.0
1564.5,7499.5,4,2011,2013,4,2.0,2.0,14.13,49.6,20.1,66.4,50.2,2.68,5.72,GreenValley,Condo,Good,Electric,542931.0
1139.0,8336.9,7,1979,2021,4,2.0,3.0,8.58,,64.5,45.5,29.4,4.95,5.39,TechDistrict,Detached,Fair,Electric,644375.0
1984.8,7451.2,4,1978,1978,3,1.5,0.0,2.71,74.2,3.1,77.6,35.8,6.13,4.18,TechDistrict,Detached,Average,Gas,773206.0
2242.0,11587.1,9,1951,1951,2,1.5,3.0,5.74,89.0,10.6,100.0,42.0,4.5,5.72,University,Detached,Average,HeatPump,958584.0
2892.0,7074.7,7,1999,1999,5,3.0,2.0,13.9,93.3,17.3,63.4,56.7,6.1,5.29,WestPark,Detached,Average,HeatPump,998582.0
1900.4,20505.8,8,1953,1953,2,1.0,2.0,10.37,37.6,24.6,56.3,44.4,4.71,5.68,NorthHeights,Condo,Excellent,Gas,503855.0
2344.6,7394.7,5,1955,1955,5,1.5,1.0,5.22,56.0,15.9,70.8,32.7,6.85,8.83,LakeView,Detached,Average,HeatPump,568538.0
1473.8,2590.9,10,2020,2020,3,1.0,3.0,12.27,89.6,12.7,74.3,63.6,4.62,5.69,GreenValley,Detached,Good,District,973192.0
1375.8,10559.9,10,1921,2002,2,1.5,3.0,17.26,65.0,40.5,50.0,28.5,7.18,6.82,WestPark,Condo,Good,Electric,709336.0
1975.4,9109.7,7,1932,1932,6,2.0,2.0,7.99,86.9,11.2,77.1,37.4,5.55,4.82,OldTown,Detached,Average,HeatPump,714959.0
